Survived,Pclass,Age,SibSp,Parch,Fare,CabinMissing,FamilySize,IsAlone,FarePerPerson,Pclass_Fare,Age_Title,LogFare,LogAge,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
1,2,1.9468798582389464,0,0,-0.35822766978793064,1,1,1,-0.11141922351133643,32.0,0.0,-0.13148173808865266,1.226053756399034,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-2.038994812025152,4,1,-0.04940599337879768,1,6,0,-0.5042809163718222,87.375,0.0,0.46437604604039645,-3.5116328014824925,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,0.06675029679361683,0,0,-0.4288154815385896,1,1,1,-0.21716143616911202,26.0,30.0,-0.3336856715246667,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,0.14195547925143,1,0,-0.3111691286208247,1,2,0,-0.35815105304614614,54.0,0.0,-0.015645713214721132,0.32017050823302495,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5724937540977952,0,0,-0.5646970191586081,1,1,1,-0.42071519553533004,21.674999999999997,0.0,-0.8876115073381831,-0.2499898451208754,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.4427762090826827,0,0,-0.12293496395240078,1,1,1,0.24105481868124892,52.0,35.0,0.3503178914890206,0.5108328898518398,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.36757102662486957,0,0,-0.4288154815385896,0,1,1,-0.21716143616911202,26.0,34.0,-0.3336856715246667,0.4652310214263179,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,3,-1.061327440073581,0,0,-0.5457747797553149,1,1,1,-0.39236923306220234,24.0876,0.0,-0.7904592780697297,-0.8018679204883823,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,-0.08366006812200955,0,0,0.10059310659135261,0,1,1,0.575905158764205,35.5,28.0,0.6642896775014523,0.16081972715738832,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,-1.5877637172782733,3,1,-0.23881662157639924,1,5,0,-0.5268098822352982,63.224999999999994,0.0,0.14057895220285974,-1.7332439675909739,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,0.6683917564561223,1,5,0.003828981316490934,1,7,0,-0.5173308481720477,94.1625,0.0,0.5397949479212185,0.640402765438825,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5646970191586081,1,1,1,-0.42071519553533004,21.674999999999997,25.0,-0.8876115073381831,-0.01594763973128568,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,-0.7605067102423282,3,2,5.124238728242953,0,6,0,0.787426123888799,249.00622000000035,19.0,2.668221715908568,-0.4406522267396903,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,3,-0.5724937540977952,0,0,-0.5493041703428477,1,1,1,-0.3976563436950911,23.6376,0.0,-0.8079059814014272,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,25.0,-0.8059607675574288,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.8188021213717487,0,0,-0.08244579513222278,1,1,1,0.301708551861749,27.7208,0.0,0.4146636500426548,0.7213575976808891,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,0.4427762090826827,1,0,2.7128315501938722,0,2,0,1.9068612410450951,146.5208,0.0,2.118839123947159,0.5108328898518398,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,-0.5724937540977952,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,2.7741368652748912,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,66.0,-0.5385497616659674,1.5163635483711404,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,-0.08366006812200955,1,0,1.1987229881422372,1,2,0,0.7727760102904516,82.1708,28.0,1.5220119466544697,0.16081972715738832,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.969212486287375,1,0,0.4888260712199769,1,2,0,0.24105481868124892,52.0,42.0,1.0527296294545725,0.7984559438182829,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.3092756154954491,0,0,-0.5645981962221572,1,1,1,-0.4205671564376092,21.6876,25.0,-0.8870798384162878,-0.01594763973128568,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.6100963453267019,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,21.0,-0.7880629125377953,-0.28636798900765603,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.8357118927001413,2,0,-0.3111691286208247,1,3,0,-0.46389326570392175,54.0,0.0,-0.015645713214721132,-0.5236837228673362,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,3,-1.136532622531394,1,0,-0.4701869980056509,1,2,0,-0.4772573190136536,33.7251,0.0,-0.4734579202486428,-0.9063402502909861,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,0.8188021213717487,1,0,-0.511756160345614,1,2,0,-0.5083931135307357,28.424999999999997,0.0,-0.6357749927655407,0.7213575976808891,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2,-0.15886525057982273,1,0,-0.2405813168701657,1,2,0,-0.30527994671725833,42.0,0.0,0.13703458990304354,0.10401532767762588,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,25.0,-0.8059607675574288,-0.01594763973128568,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-1.9637896295673392,1,2,0.24363224832288793,1,4,0,-0.30898797364112435,83.1584,0.0,0.8247289309558432,-3.0459447779311963,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,-0.7605067102423282,0,0,-0.5493041703428477,1,1,1,-0.3976563436950911,23.6376,0.0,-0.8079059814014272,-0.4406522267396903,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,1,0,-0.36999230507970715,1,2,0,-0.4022103083202193,46.5,25.0,-0.1625721299622539,-0.01594763973128568,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5724937540977952,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,2,0,-0.22460023628981649,1,3,0,-0.420665849169423,65.0376,25.0,0.1687006836483526,-0.01594763973128568,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.8357118927001413,1,0,-0.3158749827375353,1,2,0,-0.361675793468072,53.400000000000006,0.0,-0.026666459272192397,-0.5236837228673362,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-1.6629688997360863,4,1,0.19912192715998075,1,6,0,-0.4422307985275025,119.0625,0.0,0.7774002509500836,-1.9239063492097896,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,3,-0.6100963453267019,0,0,-0.5511676885730651,1,1,1,-0.4004479381092564,23.4,21.0,-0.817237111076176,-0.28636798900765603,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1.4956487634920672,1,0,1.0706861093347755,0,2,0,0.676874872890693,76.7292,0.0,1.4515418320027884,1.042601895730409,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,2,-0.008454885664196365,1,0,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,0.0,0.3503178914890206,0.21569817843042113,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1,2.6989316828170784,0,1,0.7236293682273689,0,2,0,0.41692526677366126,61.9792,65.0,1.232393011533114,1.4920208448838612,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0.8188021213717487,0,0,0.10059310659135261,0,1,1,0.575905158764205,35.5,40.0,0.6642896775014523,0.7213575976808891,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,2,-0.6100963453267019,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,0.0,-0.5385497616659674,-0.28636798900765603,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.04605747689310296,0,0,-0.5645981962221572,1,1,1,-0.4205671564376092,21.6876,28.5,-0.8870798384162878,0.18849149973944987,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-1.8133792646517128,1,2,-0.08175874043118304,1,4,0,-0.4308488242483669,55.5,0.0,0.4157219393132522,-2.3895943727610853,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,3,-1.3621481699048337,5,2,0.36882679124385664,1,8,0,-0.4687397837840698,140.7,0.0,0.947359378849738,-1.2675559440396782,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,3,-0.5348911628688886,0,0,-0.5645981962221572,1,1,1,-0.4205671564376092,21.6876,22.0,-0.8870798384162878,-0.21441128597586506,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.6683917564561223,0,0,1.1476456475594605,0,1,1,2.1444146465212097,80.0,0.0,1.4944685207108999,0.640402765438825,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1,1.1948280336608146,1,0,1.229409862837307,0,2,0,0.79576084258183,83.475,45.0,1.538216200077281,0.9076271427455422,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-1.8885844471095259,3,2,-0.07822934984365013,1,6,0,-0.5114772613999208,83.69999999999999,0.0,0.4211414699329149,-2.6847290841825044,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0.8188021213717487,0,0,-0.08244579513222278,1,1,1,0.301708551861749,27.7208,40.0,0.4146636500426548,0.7213575976808891,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.3092756154954491,1,1,-0.3759734456620463,1,3,0,-0.4962527326041491,45.737399999999994,0.0,-0.17874166054436358,-0.01594763973128568,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.008454885664196365,0,0,-0.4876386579974721,0,1,1,-0.30527994671725833,21.0,0.0,-0.5385497616659674,0.21569817843042113,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,3,-0.7605067102423282,0,0,-0.5427371509229781,1,1,1,-0.38781879317749607,24.4749,19.0,-0.7756740074822651,-0.4406522267396903,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,3,-0.9109170751579546,4,2,-0.548226529750121,1,7,0,-0.6354725940998125,23.775,0.0,-0.8025478579119842,-0.6112055388695674,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.23407043303763592,2,0,-0.5308736926947507,1,3,0,-0.573600811336364,25.987499999999997,26.0,-0.7198607416515719,0.045144866300543984,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.2171606617092432,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,32.0,-0.5385497616659674,0.36998241616245464,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.9861222576157678,5,2,0.36882679124385664,1,8,0,-0.4687397837840698,140.7,0.0,0.947359378849738,-0.7037312515203413,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,2,-0.6100963453267019,0,0,0.994705388766366,1,1,1,1.9153065190960292,147.0,21.0,1.4073511321378163,-0.28636798900765603,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.23407043303763592,1,0,-0.3945992162559869,1,2,0,-0.4206411759864696,43.3626,26.0,-0.2307658793066255,0.045144866300543984,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,0.2171606617092432,0,0,0.5946089659095145,1,1,1,1.3159526082709134,169.4874,32.0,1.1375245398907599,0.36998241616245464,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5546970791605981,0,1,1,-0.40573504874214517,22.950000000000003,25.0,-0.8351421500958559,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,3,-0.3092756154954491,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,25.0,-0.8059607675574288,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-2.126984875500794,0,2,-0.052347152201741805,1,3,0,-0.33465278356664047,58.0,0.0,0.4600456831116585,-4.311779557909877,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,0.06675029679361683,0,0,-0.44116834859495496,1,1,1,-0.23566632338422278,37.425,0.0,-0.3734911835773941,0.26877700830987145,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5348911628688886,0,0,-0.5229325638728015,1,1,1,-0.35815105304614614,27.0,22.0,-0.6841049461102202,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.008454885664196365,0,0,-0.5111679285810251,1,1,1,-0.34052735093651687,28.5,29.0,-0.6332923913899642,0.21569817843042113,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5724937540977952,0,0,-0.5514618044553596,1,1,1,-0.40088853066199714,23.362499999999997,0.0,-0.8187174962350205,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,-0.08366006812200955,0,0,0.3735326453605673,1,1,1,0.984775047707604,47.1,28.0,0.9516987633939883,0.16081972715738832,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.9109170751579546,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,0.0,-0.5385497616659674,-0.6112055388695674,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,3,0.29236584416705635,3,0,-0.3617570603754636,1,4,0,-0.535709851800661,47.55,0.0,-0.14071179068068584,0.4183071772010659,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.9861222576157678,1,3,0.0741226771848555,1,5,0,-0.43305178701207053,103.125,16.0,0.6316850771386074,-0.7037312515203413,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-0.45968598041107545,3,2,5.124238728242953,0,6,0,0.787426123888799,249.00622000000035,0.0,2.668221715908568,-0.14551751531827087,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-0.3844807979532623,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,24.0,-0.7880629125377953,-0.07943653299099825,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.008454885664196365,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,29.0,-0.7880629125377953,0.21569817843042113,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.685301527784515,0,0,-0.5498924021074366,1,1,1,-0.39853752880057264,23.5626,20.0,-0.8108423936907564,-0.36167269587366996,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1.2700332161186279,1,0,0.7047071288240755,0,2,0,0.4027522855370974,61.175,46.0,1.219008782354139,0.9424405119558105,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,3,-0.23407043303763592,1,2,-0.25058125686817573,1,4,0,-0.49407385556666183,61.724999999999994,26.0,0.11671878410343847,0.045144866300543984,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,2.2477005880701992,0,0,-0.5641087873940193,1,1,1,-0.4198340104298486,21.75,59.0,-0.884450804505842,1.3377366071518277,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,3.1501627775639576,0,0,0.08069204953178356,0,1,1,0.5460929042755562,34.6542,71.0,0.6398725424755338,1.632871318573247,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,-0.45968598041107545,0,1,0.7560785852891467,0,2,0,0.441230114353051,63.3583,23.0,1.2549522880304598,-0.14551751531827087,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,2,0.36757102662486957,0,1,-0.19352277570305973,1,2,0,-0.27003254249799985,46.0,0.0,0.22765265667602697,0.4652310214263179,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.36757102662486957,1,0,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,34.0,0.3503178914890206,0.4652310214263179,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.08366006812200955,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,0.0,-0.8059607675574288,0.16081972715738832,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,25.0,-0.8059607675574288,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,-0.6100963453267019,0,1,1.083822501101573,0,2,0,0.6867141857784989,77.2875,21.0,1.4589954501671094,-0.28636798900765603,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,3,0.29236584416705635,0,0,-0.5310689856405942,1,1,1,-0.37033960542516575,25.9626,33.0,-0.7207557228893852,0.4183071772010659,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,0.5931865739983091,2,0,-0.548226529750121,1,3,0,-0.5822657982069317,23.775,37.0,-0.8025478579119842,0.598354705854071,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.08366006812200955,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,28.0,-0.8059607675574288,0.16081972715738832,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.6100963453267019,0,0,-0.5546970791605981,1,1,1,-0.40573504874214517,22.950000000000003,0.0,-0.8351421500958559,-0.28636798900765603,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.3092756154954491,0,0,-0.551755920337654,1,1,1,-0.40132912321473785,23.325000000000003,25.0,-0.8201999887044109,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,0.6683917564561223,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,38.0,-0.8059607675574288,0.640402765438825,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5724937540977952,1,0,-0.16646411453197382,1,2,0,-0.2497652850719262,72.44999999999999,0.0,0.27639678810685203,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1.345238398576441,0,0,0.4888260712199769,0,1,1,1.1574873283819709,52.0,47.0,1.0527296294545725,0.9765209134031356,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-1.0989300313024875,1,0,-0.3945992162559869,1,2,0,-0.4206411759864696,43.3626,0.0,-0.2307658793066255,-0.8532614204115359,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.5348911628688886,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,22.0,-0.7880629125377953,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.685301527784515,1,0,-0.5035209156413704,1,2,0,-0.5022248177923654,29.474999999999998,0.0,-0.6015458297263772,-0.36167269587366996,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.9109170751579546,0,0,-0.39450274624659437,1,1,1,-0.16576014659616733,43.3749,0.0,-0.23048961900810686,-0.6112055388695674,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.6100963453267019,0,0,-0.548226529750121,1,1,1,-0.39604201258184907,23.775,21.0,-0.8025478579119842,-0.28636798900765603,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,3.1125601863350507,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,70.5,-0.8231713196326232,1.6215907204708464,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,2,-0.008454885664196365,1,0,-0.2405813168701657,1,2,0,-0.30527994671725833,42.0,29.0,0.13703458990304354,0.21569817843042113,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,-0.3844807979532623,0,1,5.089287879132724,0,2,0,3.6868551541176506,247.5208,24.0,2.6620154468820485,-0.07943653299099825,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,-2.038994812025152,4,2,0.0011819383758412065,1,7,0,-0.5178973243112858,93.82499999999999,0.0,0.5361711062385779,-3.5116328014824925,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,2,-0.6100963453267019,2,0,0.994705388766366,1,3,0,0.18818371235236112,147.0,21.0,1.4073511321378163,-0.28636798900765603,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.2547632529381498,1,0,-0.027152009260873307,1,2,0,-0.14541886962123324,60.1416,32.5,0.49657049699399375,0.39432511964973377,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.2547632529381498,0,0,-0.4288154815385896,0,1,1,-0.21716143616911202,26.0,0.0,-0.3336856715246667,0.39432511964973377,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1.8716746757811333,0,1,1.083822501101573,0,2,0,0.6867141857784989,77.2875,54.0,1.4589954501671094,1.1968861334624432,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,3,-1.2869429874470204,1,0,-0.4701869980056509,1,2,0,-0.4772573190136536,33.7251,0.0,-0.4734579202486428,-1.137986068452693,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
